STAT_ID,variable,n,adf_p,kpss_p,verdict
400763,SO4,55,0.0,0.0369,Trend-stationary
400763,DIP,56,0.0,0.1,Stationary
400764,pH,21,0.999,0.0167,Non-stationary
400764,SpecCond25C,21,0.0786,0.1,Diff-stationary
400764,Alkalinity,21,0.0509,0.1,Diff-stationary
400764,Cl,21,0.0078,0.1,Stationary
400764,SO4,21,0.2106,0.1,Diff-stationary
400764,DIP,21,0.0004,0.1,Stationary
400765,pH,51,0.0,0.1,Stationary
400765,SpecCond25C,51,0.0,0.1,Stationary
400765,Alkalinity,51,0.0,0.1,Stationary
400765,Cl,51,0.0,0.1,Stationary
400765,SO4,51,0.0001,0.1,Stationary
400765,DIP,51,0.0,0.1,Stationary
400766,pH,53,0.0,0.0777,Stationary
400766,SpecCond25C,53,0.0,0.1,Stationary
400766,Alkalinity,53,0.0,0.1,Stationary
400766,Cl,53,0.0375,0.01,Trend-stationary
400766,SO4,53,0.0,0.1,Stationary
400766,DIP,53,0.0013,0.1,Stationary
400768,pH,47,0.0074,0.1,Stationary
400768,SpecCond25C,47,0.1933,0.0207,Non-stationary
400768,Alkalinity,46,0.0013,0.1,Stationary
400768,Cl,46,0.5257,0.01,Non-stationary
400768,SO4,46,0.0019,0.01,Trend-stationary
400768,DIP,47,0.0049,0.1,Stationary
400769,pH,51,0.0,0.1,Stationary
400769,SpecCond25C,51,0.4562,0.01,Non-stationary
400769,Alkalinity,50,0.0003,0.0654,Stationary
400769,Cl,51,0.0,0.01,Trend-stationary
400769,SO4,51,0.0145,0.0126,Trend-stationary
400769,DIP,51,0.0025,0.0554,Stationary
400770,pH,78,0.0,0.0949,Stationary
400770,SpecCond25C,78,0.0078,0.0318,Trend-stationary
400770,Alkalinity,74,0.4316,0.1,Diff-stationary
400770,Cl,74,0.0,0.1,Stationary
400770,SO4,72,0.0,0.1,Stationary
400770,DIP,78,0.1669,0.0388,Non-stationary
400771,pH,72,0.0,0.1,Stationary
400771,SpecCond25C,72,0.235,0.1,Diff-stationary
400771,Alkalinity,71,0.2224,0.1,Diff-stationary
400771,Cl,72,0.0,0.0301,Trend-stationary
400771,SO4,72,0.0,0.1,Stationary
400771,DIP,72,0.0,0.1,Stationary
400772,pH,70,0.0,0.1,Stationary
400772,SpecCond25C,70,0.0002,0.0768,Stationary
400772,Alkalinity,70,0.0,0.1,Stationary
400772,Cl,70,0.0379,0.01,Trend-stationary
400772,SO4,70,0.0,0.0433,Trend-stationary
400772,DIP,70,0.0066,0.1,Stationary
400773,pH,74,0.0088,0.1,Stationary
400773,SpecCond25C,74,0.0001,0.0999,Stationary
400773,Alkalinity,74,0.0,0.1,Stationary
400773,Cl,74,0.0,0.018,Trend-stationary
400773,SO4,74,0.0,0.1,Stationary
400773,DIP,74,0.0,0.1,Stationary
400774,pH,73,0.0,0.0362,Trend-stationary
400774,SpecCond25C,73,0.6709,0.0196,Non-stationary
400774,Alkalinity,73,0.2956,0.1,Diff-stationary
400774,Cl,72,0.0208,0.1,Stationary
400774,SO4,72,0.2775,0.0235,Non-stationary
400774,DIP,73,0.0004,0.0993,Stationary
400775,pH,69,0.0,0.1,Stationary
400775,SpecCond25C,69,0.0,0.1,Stationary
400775,Alkalinity,69,0.0001,0.1,Stationary
400775,Cl,69,0.0,0.1,Stationary
400775,SO4,69,0.0293,0.1,Stationary
400775,DIP,69,0.0,0.1,Stationary
400776,pH,75,0.0,0.1,Stationary
400776,SpecCond25C,75,0.2694,0.1,Diff-stationary
400776,Alkalinity,73,0.0,0.1,Stationary
400776,Cl,73,0.487,0.01,Non-stationary
400776,SO4,73,0.0,0.0177,Trend-stationary
400776,DIP,75,0.0001,0.0736,Stationary
400778,pH,56,0.0,0.01,Trend-stationary
400778,SpecCond25C,56,0.0,0.1,Stationary
400778,Alkalinity,56,0.0,0.1,Stationary
400778,Cl,56,0.0181,0.0938,Stationary
400778,SO4,56,0.0,0.1,Stationary
400778,DIP,56,0.0,0.1,Stationary
400779,pH,61,0.0,0.0229,Trend-stationary
400779,SpecCond25C,61,0.0,0.1,Stationary
400779,Alkalinity,61,0.0,0.1,Stationary
400779,Cl,61,0.0,0.1,Stationary
400779,SO4,61,0.0,0.1,Stationary
400779,DIP,61,0.0,0.1,Stationary
400780,pH,59,0.0017,0.0297,Trend-stationary
400780,SpecCond25C,59,0.1274,0.1,Diff-stationary
400780,Alkalinity,59,0.2298,0.1,Diff-stationary
400780,Cl,59,0.0,0.1,Stationary
400780,SO4,59,0.144,0.1,Diff-stationary
400780,DIP,59,0.0,0.0461,Trend-stationary
400781,pH,63,0.0,0.0105,Trend-stationary
400781,SpecCond25C,63,0.0,0.1,Stationary
400781,Alkalinity,53,0.0005,0.1,Stationary
400781,Cl,53,0.0,0.1,Stationary
400781,SO4,53,0.0,0.1,Stationary
400781,DIP,63,0.0002,0.1,Stationary
400782,pH,59,0.912,0.01,Non-stationary
400782,SpecCond25C,59,0.0059,0.0423,Trend-stationary
400782,Alkalinity,59,0.0,0.1,Stationary
400782,Cl,58,0.0069,0.1,Stationary
400782,SO4,59,0.0,0.1,Stationary
400782,DIP,59,0.0,0.0848,Stationary
400783,pH,47,0.0,0.01,Trend-stationary
400783,SpecCond25C,47,0.0,0.1,Stationary
400783,Alkalinity,47,0.0,0.1,Stationary
400783,Cl,47,0.0,0.1,Stationary
400783,SO4,47,0.0085,0.1,Stationary
400783,DIP,47,0.0,0.1,Stationary
400784,pH,62,0.0,0.1,Stationary
400784,SpecCond25C,62,0.0001,0.1,Stationary
400784,Alkalinity,62,0.0004,0.1,Stationary
400784,Cl,62,0.0,0.1,Stationary
400784,SO4,62,0.7582,0.0723,Diff-stationary
400784,DIP,62,0.0,0.1,Stationary
400785,pH,41,0.0004,0.1,Stationary
400785,SpecCond25C,41,0.0221,0.1,Stationary
400785,Alkalinity,41,0.0122,0.1,Stationary
400785,Cl,41,0.0941,0.0914,Diff-stationary
400785,SO4,40,0.0009,0.1,Stationary
400785,DIP,41,0.0172,0.1,Stationary
400786,pH,45,0.0,0.1,Stationary
400786,SpecCond25C,45,0.0033,0.1,Stationary
400786,Alkalinity,44,0.0002,0.1,Stationary
400786,Cl,45,0.0136,0.1,Stationary
400786,SO4,45,0.0298,0.1,Stationary
400786,DIP,45,0.0,0.087,Stationary
400789,pH,39,0.001,0.1,Stationary
400789,SpecCond25C,39,0.0033,0.1,Stationary
400789,Alkalinity,39,0.0385,0.1,Stationary
400789,Cl,39,0.0017,0.1,Stationary
400789,SO4,39,0.0,0.1,Stationary
400789,DIP,39,0.0002,0.1,Stationary
400791,pH,43,0.0,0.1,Stationary
400791,SpecCond25C,43,0.0052,0.1,Stationary
400791,Alkalinity,43,0.0,0.1,Stationary
400791,Cl,43,0.002,0.1,Stationary
400791,SO4,43,0.1561,0.096,Diff-stationary
400791,DIP,43,0.0003,0.1,Stationary
400792,pH,37,0.0,0.1,Stationary
400792,SpecCond25C,37,0.0,0.1,Stationary
400792,Alkalinity,37,0.0,0.1,Stationary
400792,Cl,37,0.0,0.1,Stationary
400792,SO4,37,0.0002,0.1,Stationary
400792,DIP,37,0.0,0.1,Stationary
400793,pH,42,0.0,0.1,Stationary
400793,SpecCond25C,42,0.0036,0.1,Stationary
400793,Alkalinity,42,0.0007,0.1,Stationary
400793,Cl,42,0.0026,0.1,Stationary
400793,SO4,42,0.004,0.1,Stationary
400793,DIP,42,0.0065,0.1,Stationary
400794,pH,44,0.0007,0.1,Stationary
400794,SpecCond25C,44,0.0189,0.0677,Stationary
400794,Alkalinity,41,0.0254,0.0333,Trend-stationary
400794,Cl,44,0.0001,0.1,Stationary
400794,SO4,44,0.0597,0.0118,Non-stationary
400794,DIP,42,0.0,0.1,Stationary
400795,pH,29,0.3265,0.1,Diff-stationary
400795,SpecCond25C,29,0.0022,0.1,Stationary
400795,Alkalinity,29,0.0,0.1,Stationary
400795,Cl,29,0.0208,0.1,Stationary
400795,SO4,29,0.1361,0.1,Diff-stationary
400795,DIP,29,0.7546,0.1,Diff-stationary
400796,pH,32,0.0201,0.0708,Stationary
400796,SpecCond25C,32,0.529,0.1,Diff-stationary
400796,Alkalinity,32,0.0736,0.1,Diff-stationary
400796,Cl,32,0.0001,0.0607,Stationary
400796,SO4,32,0.0462,0.01,Trend-stationary
400796,DIP,32,0.0,0.1,Stationary
400797,pH,24,0.1986,0.1,Diff-stationary
400797,SpecCond25C,24,0.2187,0.1,Diff-stationary
400797,Alkalinity,24,0.1951,0.1,Diff-stationary
400797,Cl,24,0.4446,0.1,Diff-stationary
400797,SO4,24,0.2494,0.0928,Diff-stationary
400797,DIP,24,0.0,0.1,Stationary
400798,pH,30,0.0006,0.1,Stationary
400798,SpecCond25C,30,0.9875,0.0827,Diff-stationary
400798,Alkalinity,29,0.0003,0.1,Stationary
400798,Cl,30,0.0574,0.0986,Diff-stationary
400798,SO4,30,0.1222,0.0974,Diff-stationary
400798,DIP,30,0.001,0.0965,Stationary
400800,pH,52,0.0029,0.0579,Stationary
400800,SpecCond25C,52,0.002,0.1,Stationary
400800,Alkalinity,52,0.004,0.1,Stationary
400800,Cl,52,0.0029,0.0805,Stationary
400800,SO4,52,0.0,0.1,Stationary
400800,DIP,52,0.0,0.1,Stationary
400801,pH,71,0.0,0.1,Stationary
400801,SpecCond25C,71,0.0,0.1,Stationary
400801,Alkalinity,71,0.7297,0.1,Diff-stationary
400801,Cl,71,0.4261,0.01,Non-stationary
400801,SO4,70,0.0,0.1,Stationary
400801,DIP,71,0.0,0.1,Stationary
400802,pH,72,0.0,0.1,Stationary
400802,SpecCond25C,72,0.001,0.0237,Trend-stationary
400802,Alkalinity,72,0.0,0.1,Stationary
400802,Cl,72,0.5569,0.01,Non-stationary
400802,SO4,72,0.5022,0.01,Non-stationary
400802,DIP,72,0.0,0.1,Stationary
400803,pH,74,0.0,0.1,Stationary
400803,SpecCond25C,74,0.0,0.1,Stationary
400803,Alkalinity,74,0.0001,0.1,Stationary
400803,Cl,74,0.4339,0.01,Non-stationary
400803,SO4,74,0.0631,0.0198,Non-stationary
400803,DIP,74,0.0,0.1,Stationary
400804,pH,44,0.0,0.1,Stationary
400804,SpecCond25C,44,0.0,0.0287,Trend-stationary
400804,Alkalinity,44,0.0,0.1,Stationary
400804,Cl,44,0.001,0.01,Trend-stationary
400804,SO4,44,0.0287,0.1,Stationary
400804,DIP,44,0.0,0.1,Stationary
400806,pH,79,0.0,0.1,Stationary
400806,SpecCond25C,72,0.0,0.1,Stationary
400806,Alkalinity,72,0.0,0.1,Stationary
400806,Cl,72,0.0,0.1,Stationary
400806,SO4,72,0.0,0.1,Stationary
400806,DIP,72,0.0,0.1,Stationary
400807,pH,75,0.0,0.1,Stationary
400807,SpecCond25C,75,0.0,0.1,Stationary
400807,Alkalinity,75,0.0,0.1,Stationary
400807,Cl,75,0.0,0.1,Stationary
400807,SO4,75,0.0001,0.1,Stationary
400807,DIP,75,0.0,0.1,Stationary
400808,pH,70,0.2634,0.1,Diff-stationary
400808,SpecCond25C,70,0.0,0.1,Stationary
400808,Alkalinity,70,0.0,0.1,Stationary
400808,Cl,70,0.0042,0.1,Stationary
400808,SO4,70,0.0,0.1,Stationary
400808,DIP,70,0.0,0.1,Stationary
400809,pH,52,0.0773,0.1,Diff-stationary
400809,SpecCond25C,52,0.0,0.1,Stationary
400809,Alkalinity,52,0.0,0.1,Stationary
400809,Cl,52,0.0,0.0412,Trend-stationary
400809,SO4,52,0.5207,0.0695,Diff-stationary
400809,DIP,52,0.0,0.0847,Stationary
400810,pH,35,0.0001,0.0937,Stationary
400811,pH,49,0.081,0.1,Diff-stationary
400811,SpecCond25C,49,0.0,0.0244,Trend-stationary
400811,Alkalinity,49,0.0,0.1,Stationary
400811,Cl,49,0.0,0.1,Stationary
400811,SO4,49,0.0,0.0493,Trend-stationary
400811,DIP,49,0.0,0.1,Stationary
400813,pH,71,0.0,0.1,Stationary
400813,SpecCond25C,71,0.0003,0.087,Stationary
400813,Alkalinity,71,0.0008,0.0551,Stationary
400813,Cl,71,0.0,0.0744,Stationary
400813,SO4,71,0.0102,0.1,Stationary
400813,DIP,71,0.0,0.1,Stationary
400815,pH,27,0.0282,0.1,Stationary
400815,SpecCond25C,27,0.0205,0.1,Stationary
400815,Alkalinity,27,0.7974,0.1,Diff-stationary
400815,Cl,27,0.0241,0.1,Stationary
400815,SO4,27,0.2567,0.0607,Diff-stationary
400815,DIP,27,0.0,0.0885,Stationary
400819,pH,60,0.0,0.1,Stationary
400819,SpecCond25C,60,0.0,0.1,Stationary
400819,Alkalinity,60,0.0,0.0381,Trend-stationary
400819,Cl,60,0.0,0.1,Stationary
400819,SO4,60,0.0002,0.1,Stationary
400819,DIP,60,0.0,0.1,Stationary
400820,pH,62,0.0,0.1,Stationary
400820,SpecCond25C,62,0.0,0.0707,Stationary
400820,Alkalinity,62,0.0001,0.099,Stationary
400820,Cl,62,0.0014,0.1,Stationary
400820,SO4,62,0.0001,0.0752,Stationary
400820,DIP,62,0.0,0.1,Stationary
400821,pH,61,0.0013,0.1,Stationary
400821,SpecCond25C,61,0.0,0.1,Stationary
400821,Alkalinity,61,0.0,0.0843,Stationary
400821,Cl,61,0.0,0.1,Stationary
400821,SO4,61,0.0,0.1,Stationary
400821,DIP,61,0.0,0.1,Stationary
400822,pH,44,0.0,0.1,Stationary
400822,SpecCond25C,44,0.0006,0.023,Trend-stationary
400822,Alkalinity,44,0.9221,0.0117,Non-stationary
400822,Cl,44,0.0012,0.1,Stationary
400822,SO4,44,0.002,0.01,Trend-stationary
400822,DIP,44,0.0,0.1,Stationary
400823,pH,62,0.0,0.1,Stationary
400823,SpecCond25C,62,0.0,0.1,Stationary
400823,Alkalinity,62,0.0002,0.1,Stationary
400823,Cl,62,0.0002,0.1,Stationary
400823,SO4,62,0.0043,0.0828,Stationary
400823,DIP,62,0.0,0.1,Stationary
400824,pH,61,0.0,0.1,Stationary
400824,SpecCond25C,61,0.0,0.1,Stationary
400824,Alkalinity,61,0.0002,0.1,Stationary
400824,Cl,61,0.0001,0.1,Stationary
400824,SO4,61,0.0001,0.0471,Trend-stationary
400824,DIP,61,0.0663,0.0522,Diff-stationary
400825,pH,63,0.0,0.1,Stationary
400825,SpecCond25C,63,0.0,0.1,Stationary
400825,Alkalinity,63,0.0,0.1,Stationary
400825,Cl,63,0.0,0.1,Stationary
400825,SO4,62,0.0001,0.0259,Trend-stationary
400825,DIP,63,0.0,0.1,Stationary
400826,pH,61,0.0,0.1,Stationary
400826,SpecCond25C,61,0.0,0.1,Stationary
400826,Alkalinity,61,0.0,0.1,Stationary
400826,Cl,61,0.0,0.1,Stationary
400826,SO4,61,0.0,0.1,Stationary
400826,DIP,61,0.0153,0.1,Stationary
400827,pH,41,0.0,0.1,Stationary
400827,SpecCond25C,41,0.0005,0.1,Stationary
400827,Alkalinity,41,0.0,0.1,Stationary
400827,Cl,41,0.2065,0.1,Diff-stationary
400827,SO4,41,0.0001,0.1,Stationary
400827,DIP,41,0.0,0.1,Stationary
400828,pH,62,0.0,0.1,Stationary
400828,SpecCond25C,62,0.0002,0.1,Stationary
400828,Alkalinity,62,0.0432,0.0219,Trend-stationary
400828,Cl,62,0.0002,0.1,Stationary
400828,SO4,62,0.0,0.1,Stationary
400828,DIP,62,0.0,0.1,Stationary
400829,pH,27,0.0047,0.0752,Stationary
400829,SpecCond25C,27,0.0014,0.1,Stationary
400829,Alkalinity,27,0.1188,0.1,Diff-stationary
400829,Cl,27,0.0037,0.1,Stationary
400829,SO4,27,0.1507,0.1,Diff-stationary
400829,DIP,27,0.0,0.1,Stationary
400831,pH,44,0.0004,0.1,Stationary
400831,SpecCond25C,44,0.0,0.1,Stationary
400831,Alkalinity,44,0.0,0.1,Stationary
400831,Cl,43,0.0,0.1,Stationary
400831,SO4,43,0.0,0.1,Stationary
400831,DIP,44,0.0,0.1,Stationary
400832,pH,62,0.0002,0.1,Stationary
400832,SpecCond25C,62,0.0048,0.1,Stationary
400832,Alkalinity,62,0.0064,0.1,Stationary
400832,Cl,62,0.0,0.1,Stationary
400832,SO4,62,0.0026,0.1,Stationary
400832,DIP,62,0.0,0.1,Stationary
400833,pH,59,0.0,0.1,Stationary
400833,SpecCond25C,59,0.0082,0.1,Stationary
400833,Alkalinity,59,0.0001,0.1,Stationary
400833,Cl,59,0.0087,0.1,Stationary
400833,SO4,59,0.0041,0.0774,Stationary
400833,DIP,59,0.2065,0.1,Diff-stationary
400834,pH,39,0.0,0.1,Stationary
400835,pH,74,0.0,0.1,Stationary
400835,SpecCond25C,74,0.0013,0.0358,Trend-stationary
400835,Alkalinity,72,0.0237,0.0735,Stationary
400835,Cl,72,0.1405,0.073,Diff-stationary
400835,SO4,72,0.0001,0.1,Stationary
400835,DIP,74,0.0,0.1,Stationary
400838,pH,41,0.2545,0.1,Diff-stationary
400838,SpecCond25C,41,0.0,0.1,Stationary
400838,Alkalinity,41,0.0535,0.1,Diff-stationary
400838,Cl,41,0.0,0.1,Stationary
400838,SO4,41,0.2307,0.0149,Non-stationary
400838,DIP,41,0.0,0.0386,Trend-stationary
400840,pH,47,0.0,0.1,Stationary
400840,SpecCond25C,47,0.0004,0.0685,Stationary
400840,Alkalinity,46,0.1666,0.1,Diff-stationary
400840,Cl,46,0.0,0.1,Stationary
400840,SO4,46,0.0,0.1,Stationary
400840,DIP,47,0.0,0.1,Stationary
400841,pH,47,0.8151,0.0273,Non-stationary
400841,SpecCond25C,47,0.0003,0.1,Stationary
400841,Alkalinity,46,0.0008,0.1,Stationary
400841,Cl,46,0.0001,0.1,Stationary
400841,SO4,46,0.0009,0.01,Trend-stationary
400841,DIP,47,0.0,0.0182,Trend-stationary
400842,pH,80,0.0,0.1,Stationary
400842,SpecCond25C,80,0.0,0.1,Stationary
400842,Alkalinity,77,0.0,0.1,Stationary
400842,Cl,77,0.3357,0.0178,Non-stationary
400842,SO4,77,0.0,0.1,Stationary
400842,DIP,80,0.0,0.0486,Trend-stationary
400844,pH,65,0.0,0.0508,Stationary
400844,SpecCond25C,65,0.0,0.1,Stationary
400844,Alkalinity,65,0.0,0.1,Stationary
400844,Cl,65,0.0003,0.0161,Trend-stationary
400844,SO4,65,0.0014,0.1,Stationary
400844,DIP,65,0.0,0.099,Stationary
400845,pH,73,0.0008,0.0915,Stationary
400845,SpecCond25C,73,0.0,0.1,Stationary
400845,Alkalinity,71,0.002,0.1,Stationary
400845,Cl,71,0.0,0.1,Stationary
400845,SO4,71,0.0032,0.1,Stationary
400845,DIP,73,0.0,0.1,Stationary
400846,pH,81,0.0,0.1,Stationary
400846,SpecCond25C,81,0.0,0.1,Stationary
400846,Alkalinity,80,0.0,0.1,Stationary
400846,Cl,80,0.0,0.1,Stationary
400846,SO4,80,0.0434,0.1,Stationary
400846,DIP,81,0.0,0.1,Stationary
400847,pH,66,0.0,0.0231,Trend-stationary
400847,SpecCond25C,66,0.0153,0.1,Stationary
400847,Alkalinity,63,0.0,0.1,Stationary
400847,Cl,63,0.0,0.1,Stationary
400847,SO4,63,0.0,0.1,Stationary
400847,DIP,66,0.0,0.1,Stationary
400848,pH,67,0.0,0.1,Stationary
400848,SpecCond25C,67,0.0044,0.1,Stationary
400848,Alkalinity,65,0.0,0.1,Stationary
400848,Cl,66,0.363,0.0146,Non-stationary
400848,SO4,66,0.0,0.0607,Stationary
400848,DIP,67,0.0,0.1,Stationary
400851,pH,65,0.0136,0.1,Stationary
400851,SpecCond25C,65,0.0002,0.1,Stationary
400851,Alkalinity,64,0.0,0.1,Stationary
400851,Cl,63,0.0005,0.1,Stationary
400851,SO4,63,0.0,0.1,Stationary
400851,DIP,65,0.0,0.1,Stationary
400852,pH,65,0.0001,0.1,Stationary
400852,SpecCond25C,65,0.0539,0.1,Diff-stationary
400852,Alkalinity,64,0.0,0.1,Stationary
400852,Cl,64,0.0571,0.1,Diff-stationary
400852,SO4,64,0.1251,0.1,Diff-stationary
400852,DIP,65,0.0,0.1,Stationary
400853,pH,80,0.0155,0.1,Stationary
400853,SpecCond25C,80,0.2044,0.1,Diff-stationary
400853,Alkalinity,78,0.0003,0.1,Stationary
400853,Cl,78,0.0034,0.1,Stationary
400853,SO4,78,0.0015,0.01,Trend-stationary
400853,DIP,80,0.0,0.1,Stationary
400854,pH,81,0.0,0.1,Stationary
400854,SpecCond25C,81,0.0,0.1,Stationary
400854,Alkalinity,79,0.002,0.1,Stationary
400854,Cl,79,0.0,0.1,Stationary
400854,SO4,79,0.0,0.0568,Stationary
400854,DIP,81,0.0,0.1,Stationary
400855,pH,81,0.1116,0.0233,Non-stationary
400855,SpecCond25C,81,0.0034,0.01,Trend-stationary
400855,Alkalinity,78,0.0686,0.1,Diff-stationary
400855,Cl,78,0.0,0.0171,Trend-stationary
400855,SO4,78,0.0003,0.01,Trend-stationary
400855,DIP,81,0.0005,0.01,Trend-stationary
400856,pH,75,0.0,0.1,Stationary
400856,SpecCond25C,75,0.0,0.01,Trend-stationary
400856,Alkalinity,75,0.7353,0.01,Non-stationary
400856,Cl,75,0.0,0.1,Stationary
400856,SO4,75,0.0,0.1,Stationary
400856,DIP,75,0.0,0.1,Stationary
400857,pH,76,0.0,0.0818,Stationary
400857,SpecCond25C,76,0.0,0.1,Stationary
400857,Alkalinity,76,0.0,0.1,Stationary
400857,Cl,76,0.0,0.1,Stationary
400857,SO4,76,0.0,0.01,Trend-stationary
400857,DIP,76,0.0,0.0338,Trend-stationary
400858,pH,77,0.195,0.01,Non-stationary
400858,SpecCond25C,77,0.0,0.1,Stationary
400858,Alkalinity,74,0.0002,0.1,Stationary
400858,Cl,74,0.0001,0.1,Stationary
400858,SO4,74,0.0001,0.1,Stationary
400858,DIP,77,0.0515,0.0445,Non-stationary
400859,pH,72,0.0,0.1,Stationary
400859,SpecCond25C,72,0.0,0.1,Stationary
400859,Alkalinity,72,0.0,0.029,Trend-stationary
400859,Cl,72,0.0,0.1,Stationary
400859,SO4,72,0.0,0.1,Stationary
400859,DIP,72,1.0,0.01,Non-stationary
400860,pH,81,0.0,0.01,Trend-stationary
400860,SpecCond25C,81,0.002,0.1,Stationary
400860,Alkalinity,81,0.002,0.1,Stationary
400860,Cl,81,0.0,0.1,Stationary
400860,SO4,81,0.0,0.0246,Trend-stationary
400860,DIP,81,0.0,0.1,Stationary
400861,pH,74,0.0,0.0419,Trend-stationary
400861,SpecCond25C,74,0.0,0.1,Stationary
400861,Alkalinity,74,0.0,0.1,Stationary
400861,Cl,74,0.6835,0.0267,Non-stationary
400861,SO4,74,0.0,0.0124,Trend-stationary
400861,DIP,74,0.0,0.1,Stationary
400862,pH,80,0.0001,0.092,Stationary
400862,SpecCond25C,80,0.0031,0.0627,Stationary
400862,Alkalinity,80,0.0012,0.1,Stationary
400862,Cl,80,0.0016,0.1,Stationary
400862,SO4,80,0.1984,0.01,Non-stationary
400862,DIP,80,0.0,0.1,Stationary
400863,pH,83,0.0,0.1,Stationary
400863,SpecCond25C,83,0.3246,0.0849,Diff-stationary
400863,Alkalinity,83,0.3138,0.1,Diff-stationary
400863,Cl,83,0.0004,0.1,Stationary
400863,SO4,83,0.0661,0.01,Non-stationary
400863,DIP,83,0.0,0.1,Stationary
400864,pH,81,0.0006,0.1,Stationary
400864,SpecCond25C,81,0.0003,0.0248,Trend-stationary
400864,Alkalinity,81,0.0,0.1,Stationary
400864,Cl,81,0.0002,0.073,Stationary
400864,SO4,81,0.0003,0.01,Trend-stationary
400864,DIP,81,0.4507,0.0985,Diff-stationary
400865,pH,79,0.0004,0.1,Stationary
400865,SpecCond25C,79,0.2123,0.042,Non-stationary
400865,Alkalinity,79,0.0072,0.0885,Stationary
400865,Cl,79,0.017,0.0515,Stationary
400865,SO4,79,0.0033,0.01,Trend-stationary
400865,DIP,79,0.0068,0.0449,Trend-stationary
400866,pH,76,0.0,0.1,Stationary
400866,SpecCond25C,76,0.0255,0.01,Trend-stationary
400866,Alkalinity,76,0.0017,0.01,Trend-stationary
400866,Cl,76,0.0,0.0493,Trend-stationary
400866,SO4,76,0.0002,0.1,Stationary
400866,DIP,76,0.0,0.0915,Stationary
400867,pH,77,0.0,0.1,Stationary
400867,SpecCond25C,77,0.0046,0.0359,Trend-stationary
400867,Alkalinity,77,0.0161,0.1,Stationary
400867,Cl,77,0.0,0.0828,Stationary
400867,SO4,77,0.0459,0.01,Trend-stationary
400867,DIP,77,0.0407,0.01,Trend-stationary
400868,pH,21,0.9942,0.0279,Non-stationary
400868,SpecCond25C,21,0.8049,0.1,Diff-stationary
400868,Alkalinity,21,0.8381,0.0892,Diff-stationary
400868,Cl,21,0.0003,0.1,Stationary
400868,SO4,21,0.0007,0.0354,Trend-stationary
400868,DIP,21,0.9422,0.1,Diff-stationary
400869,pH,81,0.0001,0.1,Stationary
400869,SpecCond25C,81,0.3369,0.0382,Non-stationary
400869,Alkalinity,81,0.2917,0.1,Diff-stationary
400869,Cl,81,0.0068,0.0375,Trend-stationary
400869,SO4,81,0.0017,0.01,Trend-stationary
400869,DIP,81,0.0,0.1,Stationary
400870,pH,80,0.0019,0.1,Stationary
400870,SpecCond25C,80,0.0051,0.0212,Trend-stationary
400870,Alkalinity,80,0.001,0.0872,Stationary
400870,Cl,80,0.0027,0.0452,Trend-stationary
400870,SO4,80,0.0013,0.01,Trend-stationary
400870,DIP,80,0.0,0.1,Stationary
400872,pH,80,0.0005,0.1,Stationary
400872,SpecCond25C,80,0.0004,0.1,Stationary
400872,Alkalinity,76,0.0001,0.1,Stationary
400872,Cl,76,0.0,0.0944,Stationary
400872,SO4,76,0.1965,0.0178,Non-stationary
400872,DIP,80,0.0,0.0721,Stationary
400874,pH,70,0.0,0.0791,Stationary
400874,SpecCond25C,70,0.9356,0.0145,Non-stationary
400874,Alkalinity,67,0.0,0.0115,Trend-stationary
400874,Cl,66,1.0,0.0365,Non-stationary
400874,SO4,66,0.9956,0.0609,Diff-stationary
400874,DIP,70,0.0,0.1,Stationary
400876,pH,70,0.0,0.1,Stationary
400876,SpecCond25C,70,0.0,0.0761,Stationary
400876,Alkalinity,70,0.0009,0.1,Stationary
400876,Cl,70,0.0,0.1,Stationary
400876,SO4,70,0.0161,0.0451,Trend-stationary
400876,DIP,70,0.0,0.1,Stationary
400878,pH,76,0.0,0.0929,Stationary
400878,SpecCond25C,76,0.0005,0.1,Stationary
400878,Alkalinity,76,0.0,0.1,Stationary
400878,Cl,76,0.0,0.1,Stationary
400878,SO4,76,0.0,0.1,Stationary
400878,DIP,76,0.0361,0.0937,Stationary
400879,pH,80,0.0,0.1,Stationary
400879,SpecCond25C,80,0.0452,0.01,Trend-stationary
400879,Alkalinity,78,0.0183,0.0452,Trend-stationary
400879,Cl,78,0.0004,0.01,Trend-stationary
400879,SO4,78,0.0006,0.1,Stationary
400879,DIP,80,0.0,0.1,Stationary
400880,pH,77,0.0055,0.1,Stationary
400880,SpecCond25C,77,0.0865,0.01,Non-stationary
400880,Alkalinity,75,0.0292,0.0185,Trend-stationary
400880,Cl,75,0.0159,0.01,Trend-stationary
400880,SO4,75,0.0,0.1,Stationary
400880,DIP,77,0.0002,0.0277,Trend-stationary
400881,pH,67,0.0,0.1,Stationary
400881,SpecCond25C,67,0.0008,0.0371,Trend-stationary
400881,Alkalinity,67,0.0004,0.1,Stationary
400881,Cl,67,0.7099,0.0494,Non-stationary
400881,SO4,67,0.0,0.1,Stationary
400881,DIP,67,0.0,0.0733,Stationary
400882,pH,82,0.2807,0.1,Diff-stationary
400882,SpecCond25C,82,0.0134,0.1,Stationary
400882,Alkalinity,78,0.0,0.1,Stationary
400882,Cl,78,0.2811,0.0249,Non-stationary
400882,SO4,78,0.0,0.1,Stationary
400882,DIP,82,0.0058,0.0249,Trend-stationary
400883,pH,26,0.0005,0.1,Stationary
